 0.00000000e+00 -9.77698049e-08 
 5.00000000e-07 -3.12466694e-03 
 5.02567895e-07 -3.14071585e-03 
 5.07703684e-07 -3.17281371e-03 
 5.17975263e-07 -3.23700957e-03 
 5.38518422e-07 -3.36540172e-03 
 5.79604738e-07 -3.62218711e-03 
 6.61777371e-07 -4.13575970e-03 
 7.41733374e-07 -4.63547927e-03 
 8.65588736e-07 -5.40957155e-03 
 1.01980227e-06 -6.37341545e-03 
 1.32822933e-06 -8.30115862e-03 
 1.94508346e-06 -1.21568383e-02 
 3.17879172e-06 -1.98686926e-02 
 5.64620823e-06 -3.52922437e-02 
 1.05810413e-05 -6.61226633e-02 
 1.94707643e-05 -1.21511013e-01 
 3.05279406e-05 -1.89890583e-01 
 4.62422508e-05 -2.85456790e-01 
 6.84596441e-05 -4.15660382e-01 
 9.99662187e-05 -5.85909519e-01 
 1.44597592e-04 -7.86526694e-01 
 2.08733658e-04 -9.64202401e-01 
 3.02203438e-04 -9.44347493e-01 
 4.46089335e-04 -3.31150933e-01 
 4.89337598e-04 -6.66306941e-02 
 5.07187232e-04  4.50623346e-02 
 5.11211060e-04  7.02978334e-02 
 5.13894215e-04  8.71016035e-02 
 5.16587697e-04  1.03945258e-01 
 5.18987448e-04  1.18927195e-01 
 5.21420180e-04  1.34087463e-01 
 5.23784353e-04  1.48790521e-01 
 5.26179028e-04  1.63649810e-01 
 5.28663587e-04  1.79027664e-01 
 5.31260818e-04  1.95056179e-01 
 5.34063349e-04  2.12293290e-01 
 5.37120584e-04  2.31021710e-01 
 5.40523115e-04  2.51764843e-01 
 5.44371732e-04  2.75088282e-01 
 5.48778477e-04  3.01595729e-01 
 5.53898142e-04  3.32099779e-01 
 5.59902153e-04  3.67432803e-01 
 5.67015857e-04  4.08615465e-01 
 5.71827569e-04  4.36013571e-01 
 5.76834767e-04  4.64101252e-01 
 5.81447699e-04  4.89571384e-01 
 5.89620939e-04  5.33676330e-01 
 5.97291211e-04  5.73789176e-01 
 6.08403231e-04  6.29513426e-01 
 6.21784895e-04  6.92524250e-01 
 6.38300527e-04  7.63500577e-01 
 6.60060240e-04  8.44359774e-01 
 6.86684988e-04  9.21728730e-01 
 7.23860774e-04  9.86357499e-01 
 7.78696524e-04  9.83603432e-01 
 8.57721274e-04  7.79396310e-01 
 9.75540971e-04  1.52980499e-01 
 9.99733016e-04  1.60909023e-03 
 1.01233691e-03 -7.55729871e-02 
 1.01601769e-03 -9.86037393e-02 
 1.01963928e-03 -1.21225782e-01 
 1.02225085e-03 -1.37506273e-01 
 1.02437527e-03 -1.50725766e-01 
 1.02609636e-03 -1.61417427e-01 
 1.02758687e-03 -1.70662577e-01 
 1.02893908e-03 -1.79037655e-01 
 1.03030879e-03 -1.87508637e-01 
 1.03162020e-03 -1.95606669e-01 
 1.03301180e-03 -2.04185923e-01 
 1.03449377e-03 -2.13305682e-01 
 1.03613652e-03 -2.23394018e-01 
 1.03803464e-03 -2.35021640e-01 
 1.04026306e-03 -2.48630936e-01 
 1.04297520e-03 -2.65128376e-01 
 1.04632716e-03 -2.85406462e-01 
 1.05055281e-03 -3.10781794e-01 
 1.05595895e-03 -3.42915067e-01 
 1.06294562e-03 -3.83838541e-01 
 1.07206701e-03 -4.36104012e-01 
 1.07736629e-03 -4.65734107e-01 
 1.08299995e-03 -4.96662346e-01 
 1.08816876e-03 -5.24498241e-01 
 1.09850638e-03 -5.78476405e-01 
 1.10927953e-03 -6.32136168e-01 
 1.12584335e-03 -7.08904563e-01 
 1.14823949e-03 -8.00366564e-01 
 1.17783297e-03 -8.96682389e-01 
 1.22063810e-03 -9.80634677e-01 
 1.28345539e-03 -9.75597087e-01 
 1.36757065e-03 -7.37344474e-01 
 1.39545672e-03 -6.08886603e-01 
 1.45122887e-03 -3.00604615e-01 
 1.47150185e-03 -1.77393971e-01 
 1.48632733e-03 -8.54142864e-02 
 1.49352605e-03 -4.04654197e-02 
 1.49809299e-03 -1.19188843e-02 
 1.49964016e-03 -2.24875407e-03 
 1.50024439e-03  1.52701334e-03 
 1.50051489e-03  3.21705491e-03 
 1.50063158e-03  3.94602669e-03 
 1.50071121e-03  4.44346690e-03 
 1.50080720e-03  5.04304866e-03 
 1.50096617e-03  6.03592852e-03 
 1.50128410e-03  8.02134689e-03 
 1.50191997e-03  1.19955897e-02 
 1.50268837e-03  1.68176695e-02 
 1.50339024e-03  2.12247329e-02 
 1.50408669e-03  2.55979653e-02 
 1.50547958e-03  3.43435887e-02 
 1.50826537e-03  5.18273477e-02 
 1.51383695e-03  8.67432334e-02 
 1.52498011e-03  1.56214774e-01 
 1.54726642e-03  2.92525461e-01 
 1.55808855e-03  3.56812757e-01 
 1.56594199e-03  4.02448927e-01 
 1.57086784e-03  4.30579840e-01 
 1.57739071e-03  4.67191943e-01 
 1.58209709e-03  4.93124445e-01 
 1.58819994e-03  5.26106071e-01 
 1.60040562e-03  5.89701228e-01 
 1.62481700e-03  7.06136930e-01 
 1.66687573e-03  8.66508219e-01 
 1.75099321e-03  9.99793325e-01 
 1.88830041e-03  6.45465714e-01 
 1.94623916e-03  3.31286046e-01 
 1.98245506e-03  1.09924353e-01 
 1.99479533e-03  3.26165406e-02 
 1.99927752e-03  4.46802495e-03 
 2.00114453e-03 -5.70038921e-03 
 2.00183893e-03 -1.00067052e-02 
 2.00246675e-03 -1.39144066e-02 
 2.00270183e-03 -1.53793426e-02 
 2.00288801e-03 -1.65403998e-02 
 2.00305116e-03 -1.75581678e-02 
 2.00322404e-03 -1.86369863e-02 
 2.00349878e-03 -2.03521341e-02 
 2.00404329e-03 -2.37535667e-02 
 2.00513232e-03 -3.05626726e-02 
 2.00731038e-03 -4.41953620e-02 
 2.01166649e-03 -7.14765199e-02 
 2.02037873e-03 -1.25939945e-01 
 2.03780319e-03 -2.33706949e-01 
 2.05464352e-03 -3.35206894e-01 
 2.06296089e-03 -3.83991328e-01 
 2.06903614e-03 -4.18940804e-01 
 2.07427934e-03 -4.48536061e-01 
 2.07871960e-03 -4.73216661e-01 
 2.08340576e-03 -4.98869340e-01 
 2.09277808e-03 -5.48851704e-01 
 2.10317017e-03 -6.02047090e-01 
 2.12034293e-03 -6.84222744e-01 
 2.14483393e-03 -7.87438104e-01 
 2.17963375e-03 -9.01573410e-01 
 2.23498429e-03 -9.93136442e-01 
 2.31361242e-03 -9.18882552e-01 
 2.43794104e-03 -3.78866493e-01 
 2.49072368e-03 -5.79746746e-02 
 2.50944657e-03  5.92364522e-02 
 2.51553525e-03  9.73671433e-02 
 2.52024135e-03  1.26744994e-01 
 2.52510545e-03  1.56992553e-01 
 2.52959479e-03  1.84780207e-01 
 2.53384546e-03  2.10955436e-01 
 2.53806084e-03  2.36764846e-01 
 2.54210597e-03  2.61375876e-01 
 2.54616670e-03  2.85911982e-01 
 2.55022256e-03  3.10232828e-01 
 2.55434035e-03  3.34718864e-01 
 2.55858416e-03  3.59719595e-01 
 2.56298666e-03  3.85384625e-01 
 2.56762836e-03  4.12124359e-01 
 2.57256126e-03  4.40156825e-01 
 2.57652222e-03  4.62361192e-01 
 2.58058417e-03  4.84834069e-01 
 2.58445743e-03  5.05969074e-01 
 2.58962759e-03  5.33711690e-01 
 2.59471089e-03  5.60439161e-01 
 2.60092461e-03  5.92331037e-01 
 2.60792356e-03  6.27169437e-01 
 2.61593979e-03  6.65577568e-01 
 2.62546613e-03  7.09018066e-01 
 2.63644183e-03  7.55909619e-01 
 2.64950785e-03  8.07028549e-01 
 2.66490771e-03  8.60274141e-01 
 2.68319447e-03  9.13012129e-01 
 2.70609688e-03  9.62010404e-01 
 2.73630023e-03  9.96110741e-01 
 2.77855527e-03  9.83762185e-01 
 2.84264603e-03  8.35133344e-01 
 2.94660619e-03  3.29109627e-01 
 2.98362741e-03  1.02601006e-01 
 2.99617586e-03  2.39476520e-02 
 3.00136721e-03 -7.09424487e-03 
 3.00305840e-03 -1.76187244e-02 
 3.00472676e-03 -2.80417498e-02 
 3.00559671e-03 -3.34835442e-02 
 3.00622088e-03 -3.73899966e-02 
 3.00667262e-03 -4.02177662e-02 
 3.00708080e-03 -4.27733956e-02 
 3.00750003e-03 -4.53985036e-02 
